Source,Address,Request Details,Opened,Closed,Status,Supervisor District,Neighborhood,Latitude,Longitude,Media URL
Phone,"1424 14TH AVE, SAN FRANCISCO, CA, 94122",Lifted_sidewalk_tree_roots,07/25/2018 01:55:00 PM,,Open,7,Inner Sunset,37.761463165283,-122.471305847168,
Mobile/Open311,"1416 BROADWAY, SAN FRANCISCO, CA, 94109",Other,07/25/2018 02:11:41 PM,07/30/2018 09:59:30 AM,Closed,3,Polk Gulch,37.796218120528,-122.420584643374,http://mobile311.sfgov.org/reports/9315826/photos
Phone,"443 GAVEN ST, SAN FRANCISCO, CA, 94134",Vacant_lot_weeding,07/25/2018 02:57:00 PM,08/08/2018 09:17:24 AM,Closed,9,Portola,37.731838226318,-122.413795471191,
Phone,"491 FREDERICK ST, SAN FRANCISCO, CA, 94117",Other_enter_additional_details_below,07/25/2018 03:00:00 PM,08/20/2018 10:06:22 AM,Closed,5,Cole Valley,37.766284942627,-122.452674865723,
Web,"73 NEVADA ST, SAN FRANCISCO, CA, 94110",Property_damage,07/25/2018 03:37:00 PM,08/10/2018 01:33:10 PM,Closed,9,Bernal Heights,37.741811999155,-122.411204869906,http://mobile311.sfgov.org/reports/9316361/photos
Phone,"62 HATTIE ST, SAN FRANCISCO, CA, 94114",Fallen_tree,07/25/2018 03:42:00 PM,07/25/2018 04:21:17 PM,Closed,8,Eureka Valley,37.760929107666,-122.441024780273,
Mobile/Open311,"160 CHURCH ST, SAN FRANCISCO, CA, 94114",Other,07/25/2018 04:07:00 PM,07/27/2018 09:52:25 AM,Closed,8,Duboce Triangle,37.768245153164,-122.429184224571,http://mobile311.sfgov.org/reports/9316548/photos
Mobile/Open311,"234 CHURCH ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/25/2018 04:11:56 PM,08/13/2018 03:43:41 PM,Closed,8,Mission Dolores,37.766896672582,-122.428957913185,http://mobile311.sfgov.org/reports/9316571/photos
Phone,"77 STEUART ST, SAN FRANCISCO, CA, 94105",Near_communication_line,07/25/2018 04:12:00 PM,08/02/2018 10:51:14 AM,Closed,3,Financial District,37.793838500977,-122.39387512207,
Mobile/Open311,"307 CHURCH ST, SAN FRANCISCO, CA, 94114",Other,07/25/2018 04:14:00 PM,07/27/2018 09:50:18 AM,Closed,8,Mission Dolores,37.765913726797,-122.428726237381,http://mobile311.sfgov.org/reports/9316591/photos
Mobile/Open311,"407 CHURCH ST, SAN FRANCISCO, CA, 94114",Other,07/25/2018 04:17:00 PM,07/27/2018 09:48:51 AM,Closed,8,Mission Dolores,37.764212577639,-122.42872372281,http://mobile311.sfgov.org/reports/9316604/photos
Mobile/Open311,"3737 17TH ST, SAN FRANCISCO, CA, 94114",Other,07/25/2018 04:21:00 PM,07/27/2018 09:47:01 AM,Closed,8,Mission Dolores,37.762923818117,-122.429351108263,http://mobile311.sfgov.org/reports/9316635/photos
Mobile/Open311,"336 PROSPECT AVE, SAN FRANCISCO, CA, 94110",Pruning_request,07/25/2018 04:49:00 PM,09/07/2018 02:43:36 PM,Closed,9,Bernal Heights,37.740854,-122.420704,
Phone,"784 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",About_to_fall,07/25/2018 06:29:00 PM,07/30/2018 07:31:00 PM,Closed,6,South of Market,37.774517059326,-122.411933898926,
Web,"3140 GEARY BLVD, SAN FRANCISCO, CA, 94118",Pruning_request,07/25/2018 06:39:00 PM,07/30/2018 03:54:02 PM,Closed,2,Laurel Heights / Jordan Park,37.7819149,-122.4526505,http://mobile311.sfgov.org/reports/9317183/photos
Phone,"1209 OAK ST, SAN FRANCISCO, CA, 94117",Fallen_tree,07/25/2018 11:46:00 PM,,Open,5,Buena Vista,37.772747039795,-122.439483642578,
Phone,Intersection of 9TH AVE and CLEMENT ST,Fallen_tree,07/26/2018 08:40:00 AM,,Open,1,Inner Richmond,37.782802581787,-122.467628479004,
Phone,"690 MANGELS AVE, SAN FRANCISCO, CA, 94127",Pruning_request,07/26/2018 09:14:00 AM,07/31/2018 11:57:15 AM,Closed,7,Sunnyside,37.733158111572,-122.453079223633,
Phone,"170 BROADMOOR DR, SAN FRANCISCO, CA, 94132",Pruning_request,07/26/2018 09:44:00 AM,07/30/2018 04:23:58 PM,Closed,7,Stonestown,37.725776672363,-122.473388671875,
Mobile/Open311,"380 WALLER ST, SAN FRANCISCO, CA, 94117",Pruning_request,07/26/2018 09:52:00 AM,08/18/2018 07:27:00 AM,Closed,5,Lower Haight,37.771305,-122.429946666667,http://mobile311.sfgov.org/reports/9318906/photos
Phone,"205 VIRGINIA AVE, SAN FRANCISCO, CA, 94110",Pruning_request,07/26/2018 09:51:00 AM,07/26/2018 01:21:22 PM,Closed,9,Bernal Heights,37.742298126221,-122.41918182373,
Phone,"1999 HYDE ST, SAN FRANCISCO, CA, 94109",Lifted_sidewalk_tree_roots,07/26/2018 09:58:00 AM,,Open,3,Russian Hill,37.799179077148,-122.41911315918,
Phone,"138 CORTLAND AVE, SAN FRANCISCO, CA, 94110",Pruning_request,07/26/2018 10:07:00 AM,07/26/2018 01:20:31 PM,Closed,9,Holly Park,37.739875793457,-122.420318603516,
Phone,"1171 TURK ST, SAN FRANCISCO, CA, 94115",Hitting_window_or_building,07/26/2018 10:12:00 AM,08/09/2018 12:52:44 PM,Closed,5,Western Addition,37.780868530273,-122.428337097168,
Mobile/Open311,"1619 DOLORES ST, SAN FRANCISCO, CA, 94110",Damaged_vandalism,07/26/2018 10:13:09 AM,,Open,8,Noe Valley,37.743527,-122.424018,
Phone,"735 BAKER ST, SAN FRANCISCO, CA, 94115",Hitting_window_or_building,07/26/2018 10:28:00 AM,07/30/2018 03:15:02 PM,Closed,5,Western Addition,37.777847290039,-122.441963195801,
Web,"1125 MASON ST, SAN FRANCISCO, CA, 94108",Pruning_request,07/26/2018 10:44:00 AM,08/09/2018 12:51:31 PM,Closed,3,Nob Hill,37.7939782,-122.4115037,
Mobile/Open311,"776 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",Other,07/26/2018 10:44:00 AM,,Open,6,South of Market,37.774493659466,-122.411845022175,http://mobile311.sfgov.org/reports/9319225/photos
Phone,"2141 MISSION ST, SAN FRANCISCO, CA, 94110",Pruning_request,07/26/2018 11:13:00 AM,07/26/2018 01:17:00 PM,Closed,9,Mission,37.762676239014,-122.419258117676,
Phone,Intersection of LINCOLN WAY and MARTIN LUTHER KING JR DR,Blocking_sidewalk,07/26/2018 11:39:00 AM,08/20/2018 10:55:00 PM,Closed,4,Outer Sunset,37.76403427124,-122.509399414063,
Phone,"355 SILVER AVE, SAN FRANCISCO, CA, 94112",Lifted_sidewalk_tree_roots,07/26/2018 11:46:00 AM,,Open,11,Mission Terrace,37.728633880615,-122.429458618164,
Mobile/Open311,"1995 20TH AVE, SAN FRANCISCO, CA, 94116",Pruning_request,07/26/2018 12:25:00 PM,08/11/2018 07:33:07 AM,Closed,4,Outer Sunset,37.750521535089,-122.477503633241,http://mobile311.sfgov.org/reports/9319882/photos
Phone,"11 ARGENT ALY, SAN FRANCISCO, CA, 94131",Vacant_lot_weeding,07/26/2018 12:44:00 PM,08/03/2018 12:00:00 AM,Closed,8,Upper Market,37.752731323242,-122.443206787109,
Mobile/Open311,"222 WEBSTER ST, SAN FRANCISCO, CA, 94117",Pruning_request,07/26/2018 12:48:00 PM,08/09/2018 12:50:02 PM,Closed,5,Lower Haight,37.772670966535,-122.428854107766,http://mobile311.sfgov.org/reports/9320025/photos
Phone,Intersection of MARS ST and 17TH ST,Damaged_vandalism,07/26/2018 01:44:00 PM,09/24/2018 08:17:00 AM,Closed,8,Eureka Valley,37.761947631836,-122.444198608398,
Phone,"1545 DIVISADERO ST, SAN FRANCISCO, CA, 94115",Lifted_sidewalk_tree_roots,07/26/2018 01:45:00 PM,,Open,5,Lower Pacific Heights,37.784034729004,-122.439788818359,
Phone,"1385 45TH AVE, SAN FRANCISCO, CA, 94122",Near_communication_line,07/26/2018 02:29:00 PM,08/11/2018 07:32:19 AM,Closed,4,Outer Sunset,37.760807037354,-122.505020141602,
Mobile/Open311,"474 CASTRO ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/26/2018 02:38:37 PM,08/13/2018 03:50:14 PM,Closed,8,Castro,37.761248736677,-122.435089191536,http://mobile311.sfgov.org/reports/9320684/photos
Phone,"675 DOLORES ST, SAN FRANCISCO, CA, 94110",Weeding,07/26/2018 02:42:00 PM,08/03/2018 04:51:00 PM,Closed,8,Mission Dolores,37.758598327637,-122.425552368164,
Phone,"3640 26TH ST, SAN FRANCISCO, CA, 94110",Near_communication_line,07/26/2018 03:06:00 PM,07/27/2018 05:08:28 AM,Closed,8,Mission,37.748912811279,-122.421981811523,
Phone,"1996 MCALLISTER ST, SAN FRANCISCO, CA, 94115",Blocking_sidewalk,07/26/2018 04:20:00 PM,07/30/2018 03:17:45 PM,Closed,5,Western Addition,37.777084350586,-122.444816589355,
Web,"2424 JONES ST, SAN FRANCISCO, CA, 94133",Pruning_request,07/26/2018 07:11:00 PM,08/09/2018 12:48:48 PM,Closed,3,Russian Hill,37.8037551,-122.4163846,http://mobile311.sfgov.org/reports/9321850/photos
Mobile/Open311,"3252 FOLSOM ST, SAN FRANCISCO, CA, 94110",Other,07/26/2018 07:23:00 PM,07/27/2018 02:52:00 PM,Closed,9,Bernal Heights,37.746005239196,-122.41352048428,http://mobile311.sfgov.org/reports/9321876/photos
Mobile/Open311,"514 HAYES ST, SAN FRANCISCO, CA, 94102",Pruning_request,07/26/2018 09:14:00 PM,09/05/2018 01:21:10 PM,Closed,5,Hayes Valley,37.776690947955,-122.424903366751,
Phone,Intersection of NATOMA ST and 9TH ST,Pruning_request,07/27/2018 07:56:00 AM,08/09/2018 12:46:59 PM,Closed,6,South of Market,37.775436401367,-122.413719177246,
Phone,Intersection of STEINER ST and MCALLISTER ST,Blocking_signs,07/27/2018 08:10:00 AM,08/18/2018 07:09:00 AM,Closed,5,Alamo Square,37.778423309326,-122.433410644531,
Phone,"2159 28TH AVE, SAN FRANCISCO, CA, 94116",Near_communication_line,07/27/2018 09:05:00 AM,08/11/2018 07:31:35 AM,Closed,4,Parkside,37.74711227417,-122.485786437988,
Mobile/Open311,"2248 MARIPOSA ST, SAN FRANCISCO, CA, 94110",Damaged_vandalism,07/27/2018 09:10:12 AM,09/06/2018 02:37:09 PM,Closed,10,Potrero Hill,37.763324724545,-122.406022679175,http://mobile311.sfgov.org/reports/9323088/photos
Phone,Intersection of MANSELL ST and HAMILTON ST,Blocking_sidewalk,07/27/2018 09:10:00 AM,09/11/2018 12:00:00 AM,Closed,9,Portola,37.719989776611,-122.406997680664,
Phone,"220 PIERCE ST, SAN FRANCISCO, CA, 94117",Lifted_sidewalk_tree_roots,07/27/2018 09:20:00 AM,,Open,5,Lower Haight,37.772163391113,-122.433670043945,
Phone,"230 CASTRO ST, SAN FRANCISCO, CA, 94114",Pruning_request,07/27/2018 09:40:00 AM,07/27/2018 12:15:58 PM,Closed,8,Corona Heights,37.765254974365,-122.435585021973,
Phone,"1015 FILLMORE ST, SAN FRANCISCO, CA, 94115",Hitting_window_or_building,07/27/2018 09:43:00 AM,08/09/2018 12:44:33 PM,Closed,5,Western Addition,37.778778076172,-122.431861877441,
Phone,"3700 GEARY BLVD, SAN FRANCISCO, CA, 94118",Fallen_tree,07/27/2018 09:51:00 AM,08/11/2018 07:30:17 AM,Closed,2,Inner Richmond,37.781433105469,-122.45923614502,
Phone,Intersection of SAINT JOSEPHS AVE and TURK ST,Weeding,07/27/2018 10:03:00 AM,08/07/2018 09:47:00 AM,Closed,2,Anza Vista,37.779365539551,-122.440956115723,
Web,"2580 BROADWAY, SAN FRANCISCO, CA, 94115",Damaged_vandalism,07/27/2018 10:27:07 AM,08/01/2018 02:06:49 PM,Closed,2,Pacific Heights,37.793884,-122.439722,
Phone,"1337 GREENWICH ST, SAN FRANCISCO, CA, 94109",Dead_tree,07/27/2018 10:39:00 AM,08/01/2018 03:16:52 PM,Closed,2,Russian Hill,37.800624847412,-122.421714782715,
Phone,"62 HATTIE ST, SAN FRANCISCO, CA, 94114",Other,07/27/2018 11:09:00 AM,,Open,8,Eureka Valley,37.760929107666,-122.441024780273,
Phone,"3286 MISSION ST, SAN FRANCISCO, CA, 94110",Hanging_limb,07/27/2018 12:32:00 PM,07/31/2018 06:51:00 AM,Closed,9,Bernal Heights,37.744251251221,-122.42081451416,
Phone,"1337 NATOMA ST, SAN FRANCISCO, CA, 94103",Near_communication_line,07/27/2018 01:00:00 PM,07/31/2018 07:00:35 AM,Closed,9,Mission,37.767803192139,-122.418403625488,
Mobile/Open311,"790 CHURCH ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/27/2018 01:05:14 PM,07/27/2018 02:38:16 PM,Closed,8,Dolores Heights,37.758245,-122.428297,http://mobile311.sfgov.org/reports/9324705/photos
Phone,Intersection of FELL ST and WEBSTER ST,Blocking_traffic_signal,07/27/2018 01:53:00 PM,08/16/2018 07:21:00 AM,Closed,5,Hayes Valley,37.7751121521,-122.42936706543,
Mobile/Open311,"7 JACKSON ST, SAN FRANCISCO, CA, 94111",Other,07/27/2018 02:20:00 PM,09/19/2018 03:28:56 PM,Closed,3,Northern Waterfront,37.797157110844,-122.397350624073,http://mobile311.sfgov.org/reports/9325137/photos
Phone,"233 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",Fallen_tree,07/27/2018 02:30:00 PM,08/10/2018 12:52:53 PM,Closed,9,Mission,37.75963973999,-122.419830322266,
Phone,"210 GELLERT DR, SAN FRANCISCO, CA, 94132",Blocking_sidewalk,07/27/2018 02:35:00 PM,09/10/2018 11:33:59 AM,Closed,7,Lakeshore,37.730152130127,-122.49284362793,
Phone,Intersection of CLEARFIELD DR and LAKE MERCED BLVD,Weeding,07/27/2018 02:39:00 PM,08/24/2018 12:00:00 AM,Closed,7,Lakeshore,37.729652404785,-122.490547180176,
Phone,Intersection of ZOO RD and SKYLINE BLVD,Shrubbery_blocking_visibility,07/27/2018 03:04:00 PM,08/14/2018 12:00:00 AM,Closed,7,Lakeshore,37.731575012207,-122.499061584473,
Web,"2910 ANZA ST, SAN FRANCISCO, CA, 94121",Pruning_request,07/27/2018 03:10:11 PM,07/30/2018 03:05:39 PM,Closed,1,Outer Richmond,37.7784985,-122.4793889,
Mobile/Open311,"1415 GUERRERO ST, SAN FRANCISCO, CA, 94110",Pruning_request,07/27/2018 03:17:00 PM,07/31/2018 07:03:27 AM,Closed,8,Mission,37.74825573311,-122.422503809857,
Mobile/Open311,Intersection of CASELLI AVE and DANVERS ST,Pruning_request,07/27/2018 04:19:22 PM,09/13/2018 02:54:44 PM,Closed,8,Eureka Valley,37.759574434903,-122.443027758797,http://mobile311.sfgov.org/reports/9325810/photos
Mobile/Open311,"2029 MARKET ST, SAN FRANCISCO, CA, 94114",Other,07/27/2018 04:51:00 PM,08/30/2018 01:00:49 PM,Closed,8,Mission Dolores,37.768599456211,-122.427321095134,http://mobile311.sfgov.org/reports/9325986/photos
Phone,"54 OAKWOOD ST, SAN FRANCISCO, CA, 94110",Weeding,07/27/2018 05:36:00 PM,08/03/2018 05:05:00 PM,Closed,8,Mission Dolores,37.760677337646,-122.425048828125,
Web,"2441 CABRILLO ST, SAN FRANCISCO, CA, 94121",Damaged_vandalism,07/27/2018 05:36:33 PM,07/30/2018 03:08:01 PM,Closed,1,Outer Richmond,37.7743055,-122.485061,
Phone,"960 GUERRERO ST, SAN FRANCISCO, CA, 94110",Fallen_tree,07/27/2018 06:48:00 PM,07/31/2018 01:15:27 AM,Closed,8,Dolores Heights,37.755805969238,-122.423400878906,
Web,"30 FEDERAL ST, SAN FRANCISCO, CA, 94107",Damaged_vandalism,07/27/2018 07:30:38 PM,08/29/2018 10:39:34 AM,Closed,6,South Beach,37.783953755968,-122.391436276721,http://mobile311.sfgov.org/reports/9326444/photos
Phone,"945 LARKIN ST, SAN FRANCISCO, CA, 94109",Hanging_limb,07/28/2018 12:10:00 AM,08/03/2018 09:48:00 AM,Closed,6,Lower Nob Hill,37.786796569824,-122.418365478516,
Phone,"108 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",Fallen_tree,07/28/2018 06:13:00 AM,08/02/2018 11:05:00 AM,Closed,8,Dolores Heights,37.753040313721,-122.421669006348,
Phone,Intersection of PORTOLA DR and MIRALOMA DR,Fallen_tree,07/28/2018 07:58:00 AM,08/07/2018 02:11:53 PM,Closed,7,Sherwood Forest,37.740535736084,-122.458908081055,
Phone,Intersection of ALEMANY BLVD and CRYSTAL ST,Weeding,08/21/2018 11:00:00 AM,,Open,11,Outer Mission,37.71032333374,-122.460479736328,
Mobile/Open311,"241 LOBOS ST, SAN FRANCISCO, CA, 94112",Pruning_request,07/28/2018 11:19:00 AM,08/10/2018 12:53:38 PM,Closed,11,Oceanview,37.714724,-122.460546,
Phone,"76 DE LONG ST, SAN FRANCISCO, CA, 94112",Blocking_sidewalk,07/28/2018 11:19:00 AM,07/30/2018 03:35:38 PM,Closed,11,Outer Mission,37.709758758545,-122.459884643555,
Mobile/Open311,"1914 15TH ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/28/2018 11:20:49 AM,08/17/2018 10:24:59 AM,Closed,8,Mission Dolores,37.76625,-122.426946666667,http://mobile311.sfgov.org/reports/9327887/photos
Phone,"88 VULCAN STWY, SAN FRANCISCO, CA, 94114",Shrubbery_blocking_visibility,07/28/2018 11:30:00 AM,09/12/2018 12:00:00 AM,Closed,8,Corona Heights,37.763591766357,-122.441833496094,
Mobile/Open311,"2021 23RD ST, SAN FRANCISCO, CA, 94107",Other,07/28/2018 01:03:00 PM,,Open,10,Potrero Hill,37.754558,-122.400149,http://mobile311.sfgov.org/reports/9328369/photos
Phone,Intersection of PINE ST and POWELL ST,Hanging_limb,07/28/2018 05:22:00 PM,07/28/2018 10:10:38 PM,Closed,3,Nob Hill,37.791088104248,-122.408973693848,
Mobile/Open311,Intersection of BOWDOIN ST and BURROWS ST,Pruning_request,07/28/2018 05:34:21 PM,07/31/2018 07:08:07 AM,Closed,9,Portola,37.726976,-122.410918,http://mobile311.sfgov.org/reports/9329327/photos
Mobile/Open311,"399 BRODERICK ST, SAN FRANCISCO, CA, 94117 (Virtual)",Damaged_vandalism,07/28/2018 06:42:00 PM,07/30/2018 03:01:04 PM,Closed,5,Panhandle,37.773795658861,-122.43939002161,http://mobile311.sfgov.org/reports/9329512/photos
Mobile/Open311,"1311 FELL ST, SAN FRANCISCO, CA, 94117 (Virtual)",Damaged_vandalism,07/28/2018 06:44:00 PM,07/30/2018 03:01:46 PM,Closed,5,Panhandle,37.7737507089,-122.439495776901,http://mobile311.sfgov.org/reports/9329514/photos
Mobile/Open311,"500 VICTORIA ST, SAN FRANCISCO, CA, 94132",Damaged_vandalism,07/28/2018 08:44:29 PM,07/30/2018 03:37:04 PM,Closed,11,Ingleside,37.719810552646,-122.465320112799,http://mobile311.sfgov.org/reports/9329683/photos
Mobile/Open311,"506 VICTORIA ST, SAN FRANCISCO, CA, 94132",Pruning_request,07/28/2018 08:46:00 PM,08/11/2018 07:27:58 AM,Closed,11,Ingleside,37.719910660666,-122.465325779529,http://mobile311.sfgov.org/reports/9329684/photos
Phone,Intersection of ULLOA ST and 41ST AVE,Fallen_tree,07/29/2018 02:56:00 AM,08/02/2018 12:25:13 AM,Closed,4,Outer Sunset,37.740142822266,-122.499130249023,
Phone,Intersection of RIPLEY ST and FOLSOM ST,Fallen_tree,07/29/2018 08:49:00 AM,07/29/2018 10:17:16 AM,Closed,9,Bernal Heights,37.744148254395,-122.413276672363,
Phone,"535 MINNA ST, SAN FRANCISCO, CA, 94103",Fallen_tree,07/29/2018 09:19:00 AM,07/29/2018 10:15:11 PM,Closed,6,South of Market,37.779758453369,-122.409019470215,
Mobile/Open311,Intersection of SAINT FRANCIS BLVD and SAN RAFAEL WAY,Damaged_vandalism,07/29/2018 09:58:43 AM,07/30/2018 03:34:45 PM,Closed,7,St. Francis Wood,37.734654005652,-122.470396366084,http://mobile311.sfgov.org/reports/9330610/photos
Mobile/Open311,"66 SAINT FRANCIS BLVD, SAN FRANCISCO, CA, 94127",Damaged_vandalism,07/29/2018 10:02:25 AM,07/30/2018 03:33:55 PM,Closed,7,St. Francis Wood,37.734658573789,-122.470366358871,http://mobile311.sfgov.org/reports/9330625/photos
Web,"2190 SUNSET BLVD, SAN FRANCISCO, CA, 94116",Damaged_vandalism,07/29/2018 10:19:17 AM,09/10/2018 01:05:43 PM,Closed,4,Outer Sunset,37.746195251755,-122.494818058777,
Phone,"3401 FOLSOM ST, SAN FRANCISCO, CA, 94110",Hanging_limb,07/29/2018 10:23:00 AM,09/24/2018 01:55:14 PM,Closed,9,Bernal Heights,37.744121551514,-122.413223266602,
Phone,Intersection of SAN JOSE AVE and RANDALL ST,Shrubbery_blocking_visibility,07/29/2018 10:40:00 AM,07/31/2018 12:00:00 AM,Closed,8,Holly Park,37.739868164063,-122.42414855957,
Web,"384 VALLEJO ST, SAN FRANCISCO, CA, 94133",Damaged_vandalism,07/29/2018 10:43:20 AM,08/03/2018 02:05:17 PM,Closed,3,Telegraph Hill,37.799378,-122.403837,
Phone,"48 CAYUGA AVE, SAN FRANCISCO, CA, 94112",Weeding,07/29/2018 12:48:00 PM,08/05/2018 02:42:06 PM,Closed,8,Mission Terrace,37.731678009033,-122.429336547852,
Mobile/Open311,"1965 LARKIN ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,07/29/2018 02:12:00 PM,07/30/2018 09:26:50 AM,Closed,3,Polk Gulch,37.795924231516,-122.420155369624,http://mobile311.sfgov.org/reports/9331594/photos
Mobile/Open311,"2845 VAN NESS AVE, SAN FRANCISCO, CA, 94109",Damaged_vandalism,07/29/2018 02:48:31 PM,08/01/2018 03:04:34 PM,Closed,2,Marina,37.801963537967,-122.424841895814,http://mobile311.sfgov.org/reports/9331754/photos
Mobile/Open311,"2324 SACRAMENTO ST, SAN FRANCISCO, CA, 94115",Other,07/29/2018 03:08:00 PM,08/07/2018 09:04:00 AM,Closed,2,Pacific Heights,37.790398521608,-122.431024007483,http://mobile311.sfgov.org/reports/9331830/photos
Phone,"826 ASHBURY ST, SAN FRANCISCO, CA, 94117",Fallen_tree,07/29/2018 03:28:00 PM,07/29/2018 04:30:50 PM,Closed,8,Buena Vista,37.766605377197,-122.446083068848,
Mobile/Open311,Intersection of LARKIN ST and BROADWAY,Damaged_vandalism,07/29/2018 03:39:00 PM,08/09/2018 08:58:00 AM,Closed,3,Russian Hill,37.79596603479,-122.420133864621,http://mobile311.sfgov.org/reports/9331963/photos
Phone,"765 ELLIS ST, SAN FRANCISCO, CA, 94109",Dead_tree,07/29/2018 04:17:00 PM,08/22/2018 12:19:37 PM,Closed,6,Tenderloin,37.783981323242,-122.418792724609,
Phone,Intersection of POLK ST and GEARY ST,Dead_tree,07/29/2018 04:23:00 PM,09/05/2018 12:32:14 PM,Closed,6,Lower Nob Hill,37.785892486572,-122.419738769531,
Mobile/Open311,"360 DOLORES ST, SAN FRANCISCO, CA, 94110",Other,07/29/2018 05:11:00 PM,08/17/2018 10:36:31 AM,Closed,8,Mission Dolores,37.763624779558,-122.426503049605,http://mobile311.sfgov.org/reports/9332298/photos
Mobile/Open311,"330 DOLORES ST, SAN FRANCISCO, CA, 94110",Other,07/29/2018 05:11:00 PM,08/17/2018 10:38:17 AM,Closed,8,Mission Dolores,37.764091908743,-122.426523960666,http://mobile311.sfgov.org/reports/9332300/photos
Phone,Intersection of CESAR CHAVEZ ST and BRYANT ST,Sprinkler_system_issues,07/29/2018 06:27:00 PM,08/01/2018 03:07:00 PM,Closed,9,Peralta Heights,37.748352050781,-122.408706665039,
Mobile/Open311,"163 MENDOSA AVE, SAN FRANCISCO, CA, 94116",Damaged_vandalism,07/29/2018 06:55:00 PM,08/10/2018 12:49:38 PM,Closed,7,Golden Gate Heights,37.748125533091,-122.467642651808,http://mobile311.sfgov.org/reports/9332558/photos
Web,"701 GREENWICH ST, SAN FRANCISCO, CA, 94133",Other,07/29/2018 07:13:00 PM,08/03/2018 11:12:00 AM,Closed,3,North Beach,37.8018268,-122.4114198,http://mobile311.sfgov.org/reports/9332595/photos
Mobile/Open311,"1936 15TH ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/29/2018 07:29:22 PM,08/17/2018 10:19:18 AM,Closed,8,Mission Dolores,37.76628259479,-122.427280362229,http://mobile311.sfgov.org/reports/9332622/photos
Web,"44 MCLEA CT, SAN FRANCISCO, CA, 94103",Pruning_request,07/29/2018 08:08:00 PM,08/27/2018 02:27:06 PM,Closed,6,South of Market,37.7722321,-122.4087286,
Mobile/Open311,"598 CASTRO ST, SAN FRANCISCO, CA, 94114",Other,07/29/2018 08:44:00 PM,09/13/2018 04:25:03 PM,Closed,8,Castro,37.759319348296,-122.435104530419,http://mobile311.sfgov.org/reports/9332774/photos
Mobile/Open311,"4244 19TH ST, SAN FRANCISCO, CA, 94114",Other,07/29/2018 08:48:00 PM,07/29/2018 09:15:00 PM,Closed,8,Castro,37.759269266424,-122.436486035699,http://mobile311.sfgov.org/reports/9332784/photos
Mobile/Open311,"4327 18TH ST, SAN FRANCISCO, CA, 94114",Other,07/29/2018 08:54:00 PM,07/29/2018 10:10:14 PM,Closed,8,Eureka Valley,37.76069972202,-122.437726641188,http://mobile311.sfgov.org/reports/9332792/photos
Phone,"3125 FOLSOM ST, SAN FRANCISCO, CA, 94110",Fallen_tree,07/30/2018 04:07:00 AM,07/30/2018 12:26:12 PM,Closed,9,Bernal Heights,37.747901916504,-122.413459777832,
Mobile/Open311,"2301 SACRAMENTO ST, SAN FRANCISCO, CA, 94115",Other,07/30/2018 06:56:00 AM,08/03/2018 11:49:00 AM,Closed,2,Pacific Heights,37.790211824574,-122.430930304901,
Mobile/Open311,"167 MENDOSA AVE, SAN FRANCISCO, CA, 94116",Other,07/30/2018 07:08:00 AM,08/10/2018 12:50:13 PM,Closed,7,Golden Gate Heights,37.748279454619,-122.467605535588,http://mobile311.sfgov.org/reports/9333271/photos
Mobile/Open311,"1919 15TH ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,07/30/2018 08:11:47 AM,08/17/2018 10:24:28 AM,Closed,8,Mission Dolores,37.766212835012,-122.427097465957,http://mobile311.sfgov.org/reports/9333527/photos
Mobile/Open311,"870 TURK ST, SAN FRANCISCO, CA, 94102",Pruning_request,07/30/2018 08:39:00 AM,09/05/2018 12:40:15 PM,Closed,5,Cathedral Hill,37.781654348219,-122.423403617987,http://mobile311.sfgov.org/reports/9333718/photos
Mobile/Open311,"930 GOUGH ST, SAN FRANCISCO, CA, 94109",Pruning_request,07/30/2018 08:41:00 AM,09/05/2018 12:40:02 PM,Closed,5,Cathedral Hill,37.781977712134,-122.423877541514,http://mobile311.sfgov.org/reports/9333728/photos
Phone,"2912 19TH AVE, SAN FRANCISCO, CA, 94132",Pruning_request,07/30/2018 08:52:00 AM,08/11/2018 07:27:14 AM,Closed,7,Merced Manor,37.734195709229,-122.474868774414,
Phone,"1 EDGEHILL WAY, SAN FRANCISCO, CA, 94127",Pruning_request,07/30/2018 09:10:00 AM,08/11/2018 07:26:30 AM,Closed,7,Laguna Honda,37.743640899658,-122.459892272949,
Phone,"638 MORAGA ST, SAN FRANCISCO, CA, 94122",Pruning_request,07/30/2018 09:53:00 AM,08/07/2018 02:06:00 PM,Closed,7,Golden Gate Heights,37.756534576416,-122.469703674316,
Phone,Intersection of DIVISADERO ST and MCALLISTER ST,Shrubbery_blocking_visibility,07/30/2018 10:14:00 AM,08/03/2018 11:06:00 AM,Closed,5,Western Addition,37.777793884277,-122.438362121582,
